"length","ticks","seconds"
1010024,152092,0.152092
1011025,164672,0.164672
1012026,159661,0.159661
1013027,152083,0.152083
1014028,174169,0.174169
1015029,163638,0.163638
1016030,186671,0.186671
1017031,190414,0.190414
1018032,178479,0.178479
1019033,153805,0.153805
1020034,158292,0.158292
1021035,199687,0.199687
1022036,174493,0.174493
1023037,151611,0.151611
1024038,177192,0.177192
1025039,165807,0.165807
1026040,153333,0.153333
1027041,152197,0.152197
1028042,152078,0.152078
1029043,182028,0.182028
1030044,175039,0.175039
1031045,157586,0.157586
1032046,153534,0.153534
1033047,153443,0.153443
1034048,154160,0.15416
1035049,162708,0.162708
1036050,154892,0.154892
1037051,153802,0.153802
1038052,153763,0.153763
1039053,155101,0.155101
1040054,161665,0.161665
1041055,171161,0.171161
1042056,204270,0.20427
1043057,154914,0.154914
1044058,155731,0.155731
1045059,161790,0.16179
1046060,161412,0.161412
1047061,160527,0.160527
1048062,158863,0.158863
1049063,185701,0.185701
1050064,179593,0.179593
1051065,160781,0.160781
1052066,159337,0.159337
1053067,156342,0.156342
1054068,157118,0.157118
1055069,190365,0.190365
1056070,163362,0.163362
1057071,161910,0.16191
1058072,160439,0.160439
1059073,188088,0.188088
1060074,204456,0.204456
1061075,204700,0.2047
1062076,185216,0.185216
1063077,158001,0.158001
1064078,159792,0.159792
1065079,168293,0.168293
1066080,163445,0.163445
1067081,163427,0.163427
1068082,159135,0.159135
1069083,159306,0.159306
1070084,171370,0.17137
1071085,208659,0.208659
1072086,187997,0.187997
1073087,159932,0.159932
1074088,166332,0.166332
1075089,173278,0.173278
1076090,165145,0.165145
1077091,164119,0.164119
1078092,161019,0.161019
1079093,201128,0.201128
1080094,191807,0.191807
1081095,212490,0.21249
1082096,161988,0.161988
1083097,161592,0.161592
1084098,174126,0.174126
1085099,209244,0.209244
1086100,182593,0.182593
1087101,188901,0.188901
1088102,169898,0.169898
1089103,164534,0.164534
1090104,163859,0.163859
1091105,164159,0.164159
1092106,164139,0.164139
1093107,196180,0.19618
1094108,168370,0.16837
1095109,162787,0.162787
1096110,163871,0.163871
1097111,164362,0.164362
1098112,182487,0.182487
1099113,216375,0.216375
1100114,205135,0.205135
1101115,164138,0.164138
1102116,163939,0.163939
1103117,183213,0.183213
1104118,167026,0.167026
1105119,165206,0.165206
1106120,165455,0.165455
1107121,190386,0.190386
1108122,190518,0.190518
1109123,170353,0.170353
1110124,165397,0.165397
1111125,165915,0.165915
1112126,171003,0.171003
1113127,178854,0.178854
1114128,170819,0.170819
1115129,170498,0.170498
1116130,167736,0.167736
1117131,171685,0.171685
1118132,220524,0.220524
1119133,189005,0.189005
1120134,172003,0.172003
1121135,172508,0.172508
1122136,170291,0.170291
1123137,172296,0.172296
1124138,171669,0.171669
1125139,173499,0.173499
1126140,196752,0.196752
1127141,183488,0.183488
1128142,173767,0.173767
1129143,168961,0.168961
1130144,168680,0.16868
1131145,176072,0.176072
1132146,206836,0.206836
1133147,178076,0.178076
1134148,168699,0.168699
1135149,226612,0.226612
1136150,199575,0.199575
1137151,169363,0.169363
1138152,170083,0.170083
1139153,169443,0.169443
1140154,176204,0.176204
1141155,184278,0.184278
1142156,175953,0.175953
1143157,174369,0.174369
1144158,173493,0.173493
1145159,214600,0.2146
1146160,176142,0.176142
1147161,172149,0.172149
1148162,171307,0.171307
1149163,172415,0.172415
1150164,211043,0.211043
1151165,202418,0.202418
1152166,176066,0.176066
1153167,210132,0.210132
1154168,228249,0.228249
1155169,227941,0.227941
1156170,227735,0.227735
1157171,228257,0.228257
1158172,227666,0.227666
1159173,229486,0.229486
1160174,229073,0.229073
1161175,212110,0.21211
1162176,173993,0.173993
1163177,203603,0.203603
1164178,185706,0.185706
1165179,180013,0.180013
1166180,184066,0.184066
1167181,179986,0.179986
1168182,177405,0.177405
1169183,180817,0.180817
1170184,215814,0.215814
1171185,213917,0.213917
1172186,212162,0.212162
1173187,176416,0.176416
1174188,179811,0.179811
1175189,186675,0.186675
1176190,181109,0.181109
1177191,179820,0.17982
1178192,176162,0.176162
1179193,182611,0.182611
1180194,211968,0.211968
1181195,185594,0.185594
1182196,179831,0.179831
1183197,202384,0.202384
1184198,230196,0.230196
1185199,188994,0.188994
1186200,180764,0.180764
1187201,177709,0.177709
1188202,189180,0.18918
1189203,230918,0.230918
1190204,196791,0.196791
1191205,177962,0.177962
1192206,200697,0.200697
1193207,209946,0.209946
1194208,188960,0.18896
1195209,178779,0.178779
1196210,183914,0.183914
1197211,209376,0.209376
1198212,223311,0.223311
1199213,223664,0.223664
1200214,185721,0.185721
1201215,182239,0.182239
1202216,185164,0.185164
1203217,190159,0.190159
1204218,233703,0.233703
1205219,203742,0.203742
1206220,240166,0.240166
1207221,238236,0.238236
1208222,191861,0.191861
1209223,191321,0.191321
1210224,186813,0.186813
1211225,191609,0.191609
1212226,222490,0.22249
1213227,206302,0.206302
1214228,216408,0.216408
1215229,184920,0.18492
1216230,193659,0.193659
1217231,186663,0.186663
1218232,192898,0.192898
1219233,189791,0.189791
1220234,194677,0.194677
1221235,191962,0.191962
1222236,185841,0.185841
1223237,188964,0.188964
1224238,190217,0.190217
1225239,188565,0.188565
1226240,187116,0.187116
1227241,190092,0.190092
1228242,189697,0.189697
1229243,188311,0.188311
