"length","ticks","seconds"
1204218,257439,0.257439
1205219,267277,0.267277
1206220,337381,0.337381
1207221,332819,0.332819
1208222,284077,0.284077
1209223,331797,0.331797
1210224,282014,0.282014
1211225,340813,0.340813
1212226,264075,0.264075
1213227,261079,0.261079
1214228,320007,0.320007
1215229,260782,0.260782
1216230,261303,0.261303
1217231,265338,0.265338
1218232,261354,0.261354
1219233,261285,0.261285
1220234,277858,0.277858
1221235,275491,0.275491
1222236,314265,0.314265
1223237,261985,0.261985
1224238,278620,0.27862
1225239,340163,0.340163
1226240,295569,0.295569
1227241,344658,0.344658
1228242,321778,0.321778
1229243,261163,0.261163
1230244,271493,0.271493
1231245,261706,0.261706
1232246,262058,0.262058
1233247,305922,0.305922
1234248,269438,0.269438
1235249,272526,0.272526
1236250,273566,0.273566
1237251,271772,0.271772
1238252,265704,0.265704
1239253,290713,0.290713
1240254,299894,0.299894
1241255,267909,0.267909
1242256,273517,0.273517
1243257,267430,0.26743
1244258,271665,0.271665
1245259,270659,0.270659
1246260,301774,0.301774
